annual_revenue,Month_on_Book,Branch_Trans_3_Mos,ATM_Trans_3_Mos,signon_trans_3_Mos,CC_Visits_3_Mos,VRU_visits_3_Mos,BP_trans_3_Mos,RDC_trans_3_Mos,Checking_flag,Savings_flag,Loans_LOC_flag,CreditCard_flag,CDs_flag,HELoans_HELOC_flag,MMDA_flag,Customer_Value,Gender_P1,Household_Age,Auto_Refinance,Credit_Card,Home_Equity_ITA,Click,Open,DV,Dwelling_Type_Business,Dwelling_Type_Condo,Dwelling_Type_MobileHome,Dwelling_Type_MultiFamilyUnit,Dwelling_Type_SingleFamily,Dwelling_Type_Unknown
17,13,3,34,16,0,0,0,0,1,0,0,0,0,0,0,1274.0,0,1.0,0,0,0,0,0,1,0,1,0,0,0,0
692,13,3,12,0,0,9,0,0,1,0,0,0,0,0,1,3067.0,1,3.0,0,0,0,0,0,0,0,0,0,0,1,0
0,13,0,4,1,0,13,0,0,1,0,0,0,0,0,0,5.0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0
797,13,3,58,188,0,0,0,0,1,0,0,0,0,0,0,504.0,1,2.0,0,0,0,0,0,1,0,1,0,0,0,0
3,13,27,17,0,1,17,0,0,1,0,0,0,0,0,0,527.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
1252,13,0,0,3,1,1,0,0,1,0,1,0,0,0,0,18483.0,0,2.0,0,1,0,0,1,1,0,0,0,0,1,0
226,13,14,38,90,0,0,0,0,1,0,1,0,0,0,0,1004.0,1,5.0,0,0,0,0,1,1,0,1,0,0,0,0
4,13,17,12,158,0,2,0,0,1,1,0,0,0,0,0,147.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
0,13,0,0,179,0,0,0,0,0,0,0,1,0,0,0,0.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
0,13,0,0,175,1,0,0,0,1,0,1,0,0,0,0,50.0,1,5.0,1,0,0,0,0,1,0,0,0,0,1,0
116,13,2,0,0,0,0,0,0,1,0,0,0,1,0,0,10279.0,0,6.0,0,0,0,0,1,0,0,0,0,0,1,0
224,34,2,50,0,0,0,0,0,1,0,0,0,0,0,0,321.0,0,2.0,0,0,0,0,0,0,0,0,0,0,1,0
59,13,0,1,70,0,0,0,1,1,0,0,1,0,0,0,2055.0,0,7.0,0,0,0,0,1,1,0,0,0,1,0,0
94,13,11,24,62,0,0,0,0,1,0,1,1,0,0,0,3896.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
61,13,2,2,216,1,0,0,0,1,0,0,0,0,0,0,754.0,0,2.0,0,0,0,0,1,1,0,1,0,0,0,0
93,13,0,46,0,0,3,0,0,1,1,0,0,0,0,0,205.0,0,6.0,0,0,0,0,0,1,0,0,0,1,0,0
28,12,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2896.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
6,336,0,10,0,0,0,0,0,1,0,0,0,0,0,0,193.0,0,5.0,0,0,0,0,1,0,0,0,0,0,1,0
1291,12,1,0,0,1,1,0,0,1,1,0,0,1,0,0,90111.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
40,12,0,0,2,0,0,0,0,1,0,0,0,0,0,0,933.0,1,2.0,0,1,0,0,0,1,0,0,0,0,1,0
2799,12,0,1,110,0,0,0,0,1,0,0,0,0,0,1,17719.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
1215,12,0,0,0,0,0,0,0,1,0,0,0,0,1,0,66997.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
989,12,0,0,13,0,0,0,0,0,0,1,0,0,0,0,13066.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
720,12,0,8,85,3,2,0,0,1,0,0,0,0,0,0,96.0,1,4.0,0,0,0,1,1,1,0,0,0,0,1,0
322,12,1,12,0,0,0,0,0,1,0,0,0,0,0,0,912.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
15,12,5,52,82,0,0,0,0,1,0,0,0,0,0,0,1267.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
96,12,1,14,53,4,4,0,0,1,1,0,1,0,0,0,3454.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
51,12,3,10,131,0,0,0,0,1,0,0,0,0,0,0,60.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
52,12,1,29,371,0,0,0,1,1,0,0,0,0,0,1,1838.0,1,4.0,0,0,0,1,1,1,0,0,0,1,0,0
0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4000.0,0,5.0,0,1,0,0,1,0,0,0,0,1,0,0
294,12,0,0,4,0,0,3,0,1,0,0,1,0,0,0,15869.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
123,12,3,0,78,1,0,0,3,1,1,0,0,0,0,0,7358.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
18,12,1,14,14,1,1,0,0,1,0,0,0,0,0,0,1597.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
369,12,1,1,56,1,1,0,4,1,0,0,0,0,0,1,2771.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
85,12,1,8,28,0,0,0,0,1,0,0,0,0,0,0,759.0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
829,12,0,0,3,0,0,0,0,1,1,0,0,0,0,0,49140.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
73,12,0,3,0,0,0,0,0,1,0,0,1,0,0,0,2059.0,1,4.0,0,0,0,0,1,0,0,1,0,0,0,0
77,12,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
393,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,5.0,0,1,0,0,1,0,0,0,0,0,1,0
96,12,2,55,100,0,0,0,0,1,0,0,0,0,0,0,632.0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0
404,12,6,0,0,0,0,0,0,1,0,0,0,0,0,1,15712.0,1,5.0,0,0,0,0,0,1,0,1,0,0,0,0
332,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11792.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
30,11,23,11,90,0,9,0,0,1,0,0,0,0,0,0,20.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
7,11,4,16,116,0,0,0,0,1,0,0,0,0,0,0,141.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
1424,11,3,0,89,2,1,0,0,1,0,0,0,0,0,1,3283.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
2,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,7.0,0,0,0,0,1,0,0,0,0,0,1,0
941,11,9,6,0,5,0,0,0,1,0,0,0,0,0,1,15210.0,1,5.0,0,0,0,0,0,0,0,0,0,0,1,0
46,11,0,3,22,0,0,0,0,1,0,0,1,0,0,0,553.0,0,3.0,0,1,0,0,1,1,0,0,0,0,1,0
155,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6747.0,0,5.0,0,0,0,0,0,1,0,0,0,1,0,0
397,11,0,2,0,3,7,0,0,1,0,0,0,0,0,0,0.0,1,4.0,0,0,0,0,0,0,0,1,0,0,0,0
102,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3616.0,1,5.0,0,1,0,0,0,1,0,0,0,0,1,0
279,11,3,1,11,0,0,0,0,1,0,0,0,0,1,0,24381.0,0,4.0,0,0,0,0,1,1,0,1,0,0,0,0
90,11,0,8,14,0,0,0,0,1,0,0,0,0,0,0,671.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
100,11,0,0,89,0,0,0,0,1,0,0,0,0,0,0,507.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
12,11,0,0,3,0,0,0,0,1,0,0,0,0,0,0,626.0,0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
417,11,0,0,7,0,0,0,0,1,0,0,0,0,1,0,46534.0,1,7.0,0,0,0,0,1,1,0,0,0,0,1,0
3,11,1,0,101,2,0,0,2,1,0,0,0,0,0,0,28.0,1,2.0,0,1,0,0,1,1,0,1,0,0,0,0
22,11,0,25,203,0,0,0,0,1,0,0,0,0,0,0,1629.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
1073,11,0,0,205,0,0,0,0,1,0,0,1,0,0,0,32002.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
38,11,5,12,60,0,0,0,6,1,0,0,0,0,0,0,1801.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
21,11,1,44,0,0,0,0,0,1,0,0,0,0,0,0,682.0,1,5.0,0,0,0,0,0,1,0,0,0,1,0,0
425,11,4,0,0,0,0,0,0,0,0,0,0,0,0,1,6488.0,1,2.0,0,0,0,0,0,0,0,0,1,0,0,0
0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,6.0,0,0,0,0,1,1,0,0,0,0,1,0
6400,10,8,0,0,0,0,0,0,1,0,0,1,0,0,1,300000.0,0,7.0,0,1,0,0,1,0,0,0,0,0,1,0
100,10,0,6,0,0,4,0,0,1,0,0,0,0,0,0,2050.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
85,10,1,7,11,0,0,0,0,1,1,0,1,0,0,0,990.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
153,10,0,0,22,0,0,0,0,1,0,0,0,0,0,0,4609.0,1,3.0,0,1,0,0,0,1,0,0,0,0,1,0
202,10,8,10,14,0,0,0,0,1,0,0,0,0,0,0,404.0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0
31,10,1,113,179,0,0,0,0,1,1,0,0,0,0,0,276.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
7,10,1,0,2,0,0,0,0,1,0,0,0,0,0,0,85.0,0,3.0,0,1,0,0,1,1,0,0,0,0,1,0
818,10,0,1,0,0,0,0,0,1,0,0,0,0,0,0,41942.0,0,3.0,0,0,0,0,1,0,0,0,0,0,1,0
705,10,2,0,214,0,0,0,0,1,0,0,0,0,0,0,360.0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0
775,10,0,0,7,0,0,0,0,1,0,0,0,0,1,0,94809.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
64,10,12,33,0,0,0,0,0,1,0,0,0,0,0,0,3379.0,1,5.0,0,0,0,0,1,1,0,0,0,0,1,0
63,10,0,245,1,0,52,0,0,1,0,0,0,0,0,0,58.0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0
102,10,0,18,347,1,0,37,0,1,0,0,1,0,0,1,5307.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
35,10,22,20,3,1,2,0,0,1,0,0,0,0,0,0,1568.0,0,5.0,0,0,0,0,0,1,0,0,0,0,1,0
338,10,3,39,694,1,0,0,2,1,0,0,0,0,0,0,520.0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0
62,10,0,22,167,0,1,0,0,1,1,0,0,0,0,0,60.0,0,4.0,0,0,0,0,0,1,0,0,1,0,0,0
17,40,1,15,0,0,0,0,0,1,0,0,0,0,0,0,1127.0,1,5.0,0,0,0,0,1,0,0,0,1,0,0,0
80,10,2,6,5,0,0,0,0,1,0,0,0,0,0,0,3100.0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0
0,10,1,0,0,3,4,0,0,1,0,1,1,0,0,0,5239.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
16,10,0,65,34,0,3,0,0,1,0,0,0,0,0,0,261.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
2915,10,1,0,93,0,0,0,0,1,0,0,0,0,0,1,147988.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
2297,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0,99895.0,0,3.0,0,0,0,0,1,1,0,0,1,0,0,0
3736,10,0,4,0,0,4,0,0,1,0,0,0,0,1,0,38311.0,0,5.0,0,0,0,0,0,0,0,0,0,0,1,0
1868,9,3,39,70,1,4,1,0,1,0,0,0,0,0,1,717.0,0,3.0,0,0,0,0,1,1,0,0,0,1,0,0
55,9,0,46,161,0,8,0,0,1,0,0,0,0,0,0,456.0,1,5.0,0,0,0,0,0,1,0,0,0,0,1,0
34,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,477.0,0,2.0,0,1,0,0,0,0,0,0,0,0,1,0
147,9,12,2,185,2,2,0,0,1,1,0,0,0,0,0,142.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0
1201,9,0,16,112,0,0,0,0,1,0,0,0,0,1,0,22517.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
147,9,0,0,43,1,1,0,0,1,1,0,0,0,0,0,9579.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
8,9,0,8,175,0,1,0,0,1,0,0,0,0,0,0,377.0,1,2.0,0,1,0,0,0,1,0,0,0,0,1,0
309,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,25032.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
0,9,0,0,2,0,1,0,0,1,0,0,0,0,0,0,10.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
271,9,0,1,57,2,2,0,1,1,0,0,0,0,0,0,2734.0,0,5.0,0,0,0,0,1,1,0,0,0,1,0,0
4181,9,0,1,0,0,0,0,0,1,0,0,1,0,1,0,300000.0,0,3.0,0,1,0,0,0,0,0,0,0,0,1,0
777,9,0,0,251,0,0,0,0,1,0,0,0,0,1,0,44436.0,0,2.0,0,1,0,0,0,1,0,0,0,0,1,0
84,9,2,0,89,0,0,0,0,1,0,0,0,0,0,0,4369.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
161,9,1,2,31,0,0,0,0,1,0,0,0,0,0,0,1164.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
51,9,0,0,15,0,0,0,0,0,0,0,1,0,0,0,859.0,1,2.0,0,1,0,0,0,1,0,1,0,0,0,0
681,9,0,0,6,0,0,0,0,0,0,1,0,0,0,0,13555.0,1,2.0,0,1,0,0,0,1,0,0,0,0,1,0
41,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,962.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
98,9,1,64,247,0,0,0,0,1,1,0,0,0,0,0,502.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
418,9,0,0,6,0,0,0,0,0,0,0,1,0,0,0,2343.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
30,96,1,14,12,0,0,3,0,1,0,0,0,0,0,0,1044.0,1,7.0,0,0,0,0,0,1,0,0,0,0,1,0
30,9,0,0,3,0,0,0,0,1,0,0,0,0,0,0,245.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
170,9,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0.0,0,7.0,0,0,0,0,0,1,0,0,0,0,1,0
38,9,3,13,68,0,3,0,0,1,0,0,0,0,0,0,479.0,1,2.0,0,0,0,0,1,1,0,0,0,0,1,0
15,9,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6464.0,1,4.0,0,0,0,0,0,1,0,0,0,1,0,0
18,9,0,63,14,0,0,0,0,1,0,0,0,0,0,0,586.0,1,6.0,1,1,0,0,0,1,0,0,0,0,1,0
79,9,7,31,128,0,0,0,0,1,0,0,0,0,0,0,497.0,1,3.0,0,0,0,0,0,1,0,0,0,1,0,0
58,9,2,10,1,0,0,0,0,1,0,0,0,0,0,0,518.0,1,4.0,0,0,0,0,1,1,0,0,0,0,0,1
3,9,2,10,139,0,0,0,1,1,0,0,0,0,0,0,30.0,1,4.0,0,0,0,0,1,1,0,0,0,1,0,0
44,9,2,2,131,0,0,0,7,1,1,0,0,0,0,0,691.0,1,1.0,0,1,0,0,0,1,0,0,0,0,1,0
35,8,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1001.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
307,8,0,10,55,3,1,0,1,1,1,0,0,0,0,0,167.0,1,2.0,0,0,0,0,1,1,0,0,0,0,1,0
1530,8,1,52,635,4,3,0,1,1,1,0,0,0,0,0,682.0,1,5.0,0,0,0,1,1,1,0,0,0,0,1,0
20,8,0,0,99,0,2,0,0,1,1,0,0,0,0,0,1.0,0,1.0,0,0,0,0,0,1,0,0,0,0,1,0
144,8,0,15,121,1,1,9,0,1,0,0,0,0,0,0,3628.0,0,4.0,0,0,0,0,1,1,0,0,0,1,0,0
23,8,3,23,44,1,1,0,0,1,1,0,0,0,0,0,491.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,173.0,1,4.0,0,1,0,0,0,0,0,0,0,0,1,0
322,8,15,35,70,0,0,0,0,1,0,0,0,0,0,0,189.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
203,8,7,41,117,0,0,0,0,1,0,0,0,0,0,0,278.0,0,3.0,0,0,0,0,0,1,0,0,0,1,0,0
49,8,8,29,153,0,0,0,0,1,0,0,0,0,0,0,878.0,0,3.0,0,0,0,0,0,1,0,0,1,0,0,0
925,8,1,8,149,0,0,0,0,1,0,0,0,0,0,0,1197.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
72,27,0,0,21,0,0,0,5,1,0,1,0,0,0,0,8350.0,1,2.0,0,0,0,0,0,1,0,0,0,1,0,0
3,8,5,6,92,1,1,0,2,1,1,0,0,0,0,0,104.0,0,6.0,0,1,0,0,1,1,0,0,0,0,1,0
108,8,0,31,0,0,0,0,0,1,0,0,0,0,0,0,410.0,0,5.0,0,0,0,0,1,0,0,0,0,1,0,0
183,8,2,0,542,0,0,0,0,1,0,0,0,0,0,0,8396.0,1,5.0,0,1,0,0,1,1,0,0,0,0,1,0
37,8,0,6,47,0,0,0,0,1,0,0,0,0,0,0,33.0,1,3.0,0,0,0,0,0,1,0,0,0,0,0,1
30,8,14,0,0,0,1,0,0,1,0,0,0,0,0,0,381.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
48,8,0,0,12,0,0,0,0,1,0,0,0,0,0,0,1788.0,0,3.0,0,0,0,0,1,1,0,0,0,0,1,0
59,8,0,0,50,0,0,12,0,1,0,0,0,0,0,0,2702.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
18,8,4,14,85,1,1,0,0,1,0,0,0,0,0,0,104.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
11,8,0,0,6,0,0,0,0,1,0,0,1,0,0,0,282.0,0,6.0,0,1,0,0,0,1,0,0,0,0,1,0
213,8,0,1,107,0,0,5,0,1,0,0,0,0,0,0,7918.0,0,5.0,0,1,0,1,1,1,0,0,0,1,0,0
291,8,0,0,4,1,0,0,0,1,0,0,0,1,0,0,26270.0,1,4.0,0,1,0,0,1,1,0,0,0,0,1,0
114,8,22,0,0,0,0,0,0,0,1,0,0,0,0,0,317.0,0,6.0,0,0,0,0,0,0,0,0,0,0,1,0
0,8,2,0,178,1,1,0,0,0,1,1,0,0,0,0,811.0,0,2.0,0,0,0,0,0,1,0,0,0,1,0,0
35,8,0,2,135,0,0,0,0,1,0,0,0,0,0,0,1199.0,0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
23,8,2,3,88,0,0,0,0,1,0,0,0,0,0,0,14.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
1018,8,1,24,511,0,0,0,0,1,0,0,0,0,0,0,0.0,0,5.0,0,0,0,1,1,1,0,0,0,0,1,0
206,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4037.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
172,7,3,0,101,0,0,3,0,1,0,0,1,0,0,0,2117.0,0,7.0,0,0,0,0,1,1,0,1,0,0,0,0
475,7,0,2,26,0,0,6,0,1,0,0,0,0,0,1,11429.0,0,5.0,0,0,0,0,1,1,0,0,0,0,1,0
841,7,1,0,16,0,0,0,2,1,0,0,0,1,0,0,83172.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
2443,7,5,5,9,0,0,0,0,1,1,0,0,0,0,1,146283.0,0,4.0,0,0,0,0,1,1,0,0,0,0,1,0
0,7,8,6,0,0,16,0,0,1,0,0,0,0,0,0,15.0,1,6.0,0,0,0,0,0,1,0,0,0,1,0,0
35,7,0,0,97,0,0,0,0,1,0,0,0,0,0,0,1440.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
47,7,6,5,119,2,3,0,0,1,1,0,0,0,0,0,731.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
0,7,0,17,383,0,0,0,0,1,0,0,0,0,0,0,16.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
38,56,0,7,0,0,0,0,0,1,0,0,0,0,0,0,888.0,1,5.0,0,0,0,1,1,0,0,0,0,0,1,0
24,7,1,0,2,0,0,0,0,1,0,0,0,0,0,0,956.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
83,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3608.0,0,5.0,0,1,0,0,0,0,0,0,0,0,1,0
175,7,0,2,0,0,0,0,0,1,0,0,0,0,0,0,118.0,1,6.0,0,1,0,0,0,0,0,0,0,0,1,0
2184,7,0,0,5,0,0,0,0,0,0,0,0,0,1,0,31227.0,0,7.0,0,1,0,0,0,1,0,0,0,0,1,0
7,7,6,0,17,0,0,12,0,1,0,0,0,0,0,0,220.0,0,3.0,0,1,0,0,0,1,0,0,0,0,1,0
17,7,7,31,279,0,0,0,0,1,0,0,0,0,0,0,104.0,1,5.0,0,0,0,1,1,1,0,0,0,0,1,0
12,7,16,2,40,0,7,0,0,1,0,0,0,0,0,0,179.0,0,1.0,0,0,0,0,1,1,0,0,0,0,1,0
1721,7,2,0,360,0,0,0,0,1,0,0,0,0,1,0,60104.0,1,4.0,0,1,0,0,1,1,0,0,0,1,0,0
25,7,2,0,3,0,0,0,0,1,0,0,0,0,0,0,709.0,1,5.0,0,0,0,0,0,1,0,0,0,0,0,1
376,7,0,29,188,0,1,0,0,1,0,1,0,0,0,0,14669.0,0,5.0,0,1,0,0,0,1,0,0,0,0,1,0
44,7,0,0,28,0,0,0,0,0,0,0,1,0,0,0,6655.0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0
15,7,0,2,17,0,0,0,0,1,0,0,0,0,0,0,22.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
76,7,20,2,60,0,0,0,0,1,1,0,0,0,0,0,4010.0,1,5.0,0,0,0,0,1,1,0,0,0,1,0,0
44,7,10,66,142,3,3,0,0,1,1,0,0,0,0,0,83.0,1,1.0,0,0,0,0,1,1,0,0,0,0,1,0
193,7,0,114,98,0,1,0,0,1,1,0,0,0,0,0,10773.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
398,7,1,15,115,1,0,0,0,1,0,0,0,0,0,1,16.0,1,4.0,0,0,0,0,1,1,0,0,0,0,0,1
329,7,2,10,182,0,0,32,0,1,0,0,0,0,0,1,14142.0,0,3.0,0,1,0,0,0,1,0,1,0,0,0,0
12,7,6,4,0,0,11,0,0,1,0,0,0,0,0,0,60.0,0,4.0,0,0,0,0,0,1,0,1,0,0,0,0
529,7,0,0,9,0,0,0,0,1,0,1,0,0,0,0,46923.0,1,1.0,0,0,0,0,0,1,0,0,0,1,0,0
273,7,3,0,90,2,2,18,0,1,0,0,0,0,0,0,8779.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
597,7,2,1,96,1,0,0,0,1,1,0,0,0,0,0,1208.0,0,2.0,0,0,0,0,0,1,0,0,0,0,1,0
46,7,2,0,5,0,0,0,0,1,0,0,0,0,0,0,2948.0,1,4.0,0,0,0,1,1,1,0,0,0,0,1,0
131,7,0,21,100,0,0,0,0,1,0,0,0,0,0,1,824.0,0,3.0,0,0,0,0,0,1,0,0,0,0,1,0
37,7,8,0,11,0,0,0,0,1,1,0,0,0,0,0,2215.0,0,4.0,0,1,0,0,1,1,0,0,0,0,1,0
360,7,2,82,52,1,1,0,0,1,0,0,0,0,0,1,87.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
18,7,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2031.0,1,4.0,0,0,0,0,0,1,0,0,0,0,1,0
25,7,0,8,90,0,0,0,0,1,0,0,0,0,0,0,1065.0,0,4.0,0,1,0,0,0,1,0,0,0,0,1,0
14,7,11,1,105,3,2,0,0,1,0,0,0,0,0,0,647.0,0,6.0,0,0,0,0,0,1,0,0,0,0,1,0
25,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,148.0,1,6.0,0,0,0,0,0,0,0,0,0,0,1,0
58,7,3,0,3,1,1,0,0,1,0,0,0,0,0,0,2326.0,1,4.0,0,1,0,0,0,1,0,0,0,0,1,0
179,6,1,13,0,0,0,0,0,1,0,0,0,0,0,0,3936.0,1,3.0,0,0,0,0,0,1,0,0,0,0,1,0
48,6,2,26,54,1,2,0,2,1,0,0,0,0,0,0,737.0,0,4.0,0,0,0,0,0,1,0,0,0,0,1,0
3507,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,300000.0,0,7.0,0,0,0,0,0,0,0,0,0,0,1,0
201,6,2,30,184,0,0,0,0,1,1,0,0,0,0,0,435.0,0,2.0,0,0,0,0,1,1,0,0,0,1,0,0
26,6,0,0,6,0,0,0,0,1,0,0,0,0,0,0,5.0,0,3.0,0,0,0,1,1,1,0,0,0,0,1,0
6,6,6,0,106,0,0,0,0,1,0,0,0,0,0,0,273.0,1,2.0,0,0,0,0,0,1,0,0,0,0,1,0
73,6,4,43,134,1,0,0,0,1,0,0,0,0,0,1,2949.0,1,3.0,0,0,0,0,1,1,0,0,0,0,1,0
539,6,0,0,180,0,0,0,0,1,0,0,1,1,0,0,66490.0,1,6.0,0,1,0,0,0,1,0,0,0,0,1,0
2623,6,0,0,16,0,0,0,0,1,0,0,0,0,0,1,35418.0,1,6.0,0,1,0,0,0,1,0,0,1,0,0,0
192,6,9,9,78,1,0,0,0,1,0,0,0,0,0,1,8654.0,1,6.0,0,0,0,0,0,1,0,0,0,0,1,0
31,6,0,0,0,0,1,0,0,1,0,0,0,0,0,0,474.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
1671,6,2,0,25,0,0,0,0,1,0,1,0,0,0,0,33073.0,0,5.0,0,1,0,0,1,1,0,0,0,0,1,0
2467,6,0,0,12,0,0,0,0,1,0,0,1,1,0,0,280036.0,0,7.0,0,1,0,0,1,1,0,0,0,0,1,0
171,6,0,0,128,0,0,0,4,1,0,0,0,0,0,1,7666.0,1,2.0,0,1,0,0,1,1,0,0,0,0,1,0
105,7,0,3,100,0,0,0,0,1,0,0,0,0,0,0,4100.0,0,2.0,0,0,0,0,1,1,0,0,0,0,1,0
4,6,0,6,10,0,0,0,0,1,0,0,0,0,0,0,163.0,0,2.0,0,1,0,0,0,1,0,0,0,1,0,0
91,6,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1435.0,1,7.0,0,1,0,0,0,1,0,0,0,0,1,0
298,6,4,38,0,0,2,0,0,1,0,0,0,0,0,0,621.0,0,4.0,0,0,0,0,0,0,0,0,1,0,0,0
17,6,0,44,62,0,0,0,0,1,0,0,0,0,0,0,691.0,0,6.0,0,0,0,0,0,1,0,0,1,0,0,0
722,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,50458.0,1,7.0,0,1,0,0,1,1,0,0,0,0,1,0
17,6,0,3,19,0,0,0,0,1,0,0,0,0,0,0,754.0,0,2.0,0,1,0,0,1,1,0,0,0,1,0,0
